,LotFrontage,LotArea,Street,Alley,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,GrLivArea,ExterCond,SalePrice
1160,24.0,2280,Pave,none,6,5,1978,1978,2,1456,TA,146000
1161,none,14778,Pave,none,6,7,1954,2006,3,1640,TA,224000
1162,109.0,8724,Pave,none,5,5,1968,1968,2,894,TA,129000
1163,60.0,12900,Pave,none,4,4,1969,1969,2,1258,TA,108959
1164,none,16157,Pave,none,5,7,1978,1978,2,1432,TA,194000
1165,79.0,9541,Pave,none,7,5,2009,2009,3,1502,TA,233170
1166,64.0,10475,Pave,none,8,5,2008,2008,3,1694,TA,245350
1167,58.0,10852,Pave,none,6,5,2000,2000,2,1671,TA,173000
1168,120.0,13728,Pave,none,6,7,1935,1986,2,2108,TA,235000
1169,118.0,35760,Pave,none,10,5,1995,1996,3,3627,Gd,625000
1170,76.0,9880,Pave,none,6,6,1977,1977,2,1118,TA,171000
1171,76.0,9120,Pave,none,6,6,1958,1958,2,1261,TA,163000
1172,35.0,4017,Pave,Pave,7,5,2006,2007,3,1250,TA,171900
1173,138.0,18030,Pave,none,5,6,1946,1994,2,3086,TA,200500
1174,80.0,16560,Pave,none,6,8,1932,1950,2,2345,TA,239000
1175,85.0,10678,Pave,none,8,5,1992,2000,3,2872,TA,285000
1176,37.0,6951,Pave,none,5,5,1984,1985,2,923,TA,119500
1177,none,3950,Pave,Grvl,6,8,1926,2004,2,1224,TA,115000
1178,54.0,7681,Pave,none,5,6,1921,1950,2,1343,TA,154900
1179,77.0,8335,Pave,none,5,5,1954,1954,2,1124,TA,93000
1180,none,11170,Pave,none,7,5,1990,1991,2,2514,TA,250000
1181,64.0,5587,Pave,none,8,5,2008,2008,4,1652,TA,392500
1182,160.0,15623,Pave,none,10,5,1996,1996,3,4476,TA,745000
1183,60.0,10800,Pave,Grvl,5,6,1920,1950,2,1130,TA,120000
1184,50.0,35133,Grvl,none,5,4,1963,1963,2,1572,TA,186700
1185,60.0,9738,Pave,none,5,7,1924,1950,2,1221,Gd,104900
1186,107.0,10615,Pave,none,3,5,1900,1970,2,1699,TA,95000
1187,89.0,12461,Pave,none,8,5,1994,1995,3,1624,TA,262000
1188,68.0,8935,Pave,none,7,5,2002,2002,3,1660,TA,195000
1189,60.0,7500,Pave,none,7,5,1999,1999,2,1804,TA,189000
1190,none,32463,Pave,none,4,4,1961,1975,2,1622,Gd,168000
1191,24.0,2645,Pave,Pave,8,5,1999,2000,3,1441,TA,174000
1192,60.0,9600,Pave,Grvl,5,8,1925,1994,2,1472,TA,125000
1193,none,4500,Pave,none,6,5,1999,1999,2,1224,TA,165000
1194,80.0,9364,Pave,none,6,7,1969,1969,2,1352,TA,158000
1195,51.0,8029,Pave,none,6,5,2005,2005,2,1456,TA,176000
1196,58.0,14054,Pave,none,7,5,2006,2006,3,1863,TA,219210
1197,65.0,8850,Pave,none,7,6,1916,1950,2,1690,TA,144000
1198,70.0,9100,Pave,none,7,5,2001,2001,3,1212,TA,178000
1199,75.0,11235,Pave,none,4,5,1963,1979,2,1382,TA,148000
1200,71.0,9353,Pave,none,4,5,1970,1970,2,864,TA,116050
1201,80.0,10400,Pave,none,7,5,1998,1998,2,1779,TA,197900
1202,50.0,6000,Pave,none,5,8,1925,1997,2,1348,TA,117000
1203,75.0,9750,Pave,none,7,5,2000,2001,3,1630,TA,213000
1204,78.0,10140,Pave,none,5,6,1975,1975,2,1074,TA,153500
1205,90.0,14684,Pave,none,7,7,1990,1991,3,2196,TA,271900
1206,none,8900,Pave,none,4,4,1966,1966,2,1056,TA,107000
1207,70.0,9135,Pave,none,6,5,2003,2003,3,1700,TA,200000
1208,70.0,7763,Pave,none,5,7,1962,1980,2,1283,Gd,140000
1209,85.0,10182,Pave,none,8,5,2006,2006,3,1660,TA,290000
1210,70.0,11218,Pave,none,6,5,1992,1992,3,1845,TA,189000
1211,152.0,12134,Pave,none,8,7,1988,2005,3,1752,TA,164000
1212,50.0,9340,Pave,none,4,6,1941,1950,2,672,TA,113000
1213,none,10246,Pave,none,4,9,1965,2001,2,960,Gd,145000
1214,69.0,10205,Pave,none,5,5,1962,1962,2,999,TA,134500
1215,99.0,7094,Pave,none,5,5,1966,1966,2,894,TA,125000
1216,68.0,8930,Pave,none,6,5,1978,1978,2,1902,TA,112000
1217,72.0,8640,Pave,none,8,5,2009,2009,3,1314,TA,229456
1218,52.0,6240,Pave,none,4,5,1947,1950,2,912,TA,80500
1219,21.0,1680,Pave,none,6,5,1971,1971,2,1218,TA,91500
1220,66.0,7800,Pave,none,5,5,1964,1964,2,912,TA,115000
1221,55.0,8250,Pave,none,5,5,1968,1968,2,1211,TA,134000
1222,78.0,10496,Pave,none,6,6,1949,1950,2,1846,TA,143000
1223,89.0,10680,Pave,none,5,3,1951,1951,2,2136,TA,137900
1224,60.0,15384,Pave,none,7,5,2004,2005,3,1490,TA,184000
1225,65.0,10482,Pave,none,6,8,1958,1958,2,1138,Gd,145000
1226,86.0,14598,Pave,none,6,5,2007,2007,3,1933,TA,214000
1227,72.0,8872,Pave,none,5,8,1965,2008,2,912,TA,147000
1228,65.0,8769,Pave,none,9,5,2008,2008,4,1702,TA,367294
1229,70.0,7910,Pave,none,5,5,1960,1960,2,1507,TA,127000
1230,none,18890,Pave,none,5,5,1977,1977,2,2620,TA,190000
1231,70.0,7728,Pave,none,5,6,1962,1962,2,1190,TA,132500
1232,70.0,9842,Pave,none,4,5,1962,1962,2,1224,TA,101800
1233,none,12160,Pave,none,5,5,1959,1959,2,1188,TA,142000
1234,55.0,8525,Pave,none,5,6,1911,1950,2,1964,TA,130000
1235,96.0,13132,Pave,none,5,5,1914,1950,2,1784,TA,138887
1236,36.0,2628,Pave,none,7,5,2003,2003,3,1626,TA,175500
1237,41.0,12393,Pave,none,7,5,2004,2005,3,1948,TA,195000
1238,63.0,13072,Pave,none,6,5,2005,2005,3,1141,TA,142500
1239,64.0,9037,Pave,none,8,5,2006,2006,3,1484,TA,265900
1240,65.0,8158,Pave,none,7,5,2003,2003,3,1768,TA,224900
1241,83.0,9849,Pave,none,7,6,2007,2007,3,1689,TA,248328
1242,85.0,10625,Pave,none,7,6,1974,1974,2,1173,TA,170000
1243,107.0,13891,Pave,none,10,5,2006,2006,4,2076,TA,465000
1244,none,11435,Pave,none,8,7,1929,1950,2,1517,TA,230000
1245,78.0,12090,Pave,none,6,7,1984,2003,2,1868,TA,178000
1246,65.0,8125,Pave,none,7,5,2005,2006,3,1553,TA,186500
1247,none,12328,Pave,none,6,5,1976,1976,2,1034,TA,169900
1248,60.0,9600,Pave,Grvl,6,5,1917,1950,2,2058,TA,129500
1249,60.0,7200,Pave,none,5,7,1950,1950,2,988,TA,119000
1250,93.0,11160,Pave,none,7,5,1968,1968,3,2110,TA,244000
1251,none,3136,Pave,none,7,5,2003,2003,3,1405,TA,171750
1252,62.0,9858,Pave,none,5,6,1968,1968,2,874,TA,130000
1253,none,17542,Pave,none,7,7,1974,2003,3,2167,TA,294000
1254,60.0,6931,Pave,none,7,5,2003,2004,3,1656,TA,165400
1255,52.0,6240,Pave,none,6,6,1931,1950,2,1367,TA,127500
1256,91.0,14303,Pave,none,8,5,1994,1994,3,1987,TA,301500
1257,56.0,4060,Pave,none,5,8,1922,1950,2,864,TA,99900
1258,59.0,9587,Pave,none,7,5,2005,2005,3,1166,TA,190000
1259,65.0,9750,Pave,none,6,8,1969,1969,2,1054,TA,151000
1260,none,24682,Pave,none,6,5,1999,1999,2,1675,TA,181000
1261,80.0,9600,Pave,none,5,6,1956,1956,2,1050,TA,128900
1262,none,11250,Pave,none,4,5,1957,1989,2,1788,TA,161500
1263,60.0,13515,Pave,Pave,6,6,1919,1950,2,1824,TA,180500
1264,34.0,4060,Pave,none,6,5,1998,1999,3,1337,TA,181000
1265,35.0,3735,Pave,none,7,5,1999,1999,3,1452,TA,183900
1266,60.0,10120,Pave,none,7,4,1910,1950,1,1889,TA,122000
1267,89.0,13214,Pave,none,9,5,2008,2009,4,2018,TA,378500
1268,none,14100,Pave,none,8,9,1935,1997,2,3447,Gd,381000
1269,78.0,11344,Pave,none,5,5,1958,1958,2,1524,TA,144000
1270,none,23595,Pave,none,7,6,1979,1979,3,1524,TA,260000
1271,none,9156,Pave,none,6,7,1968,1968,2,1489,TA,185750
1272,none,13526,Pave,none,5,6,1965,1965,2,935,TA,137000
1273,124.0,11512,Pave,none,6,7,1959,2006,2,1357,TA,177000
1274,53.0,5362,Pave,none,5,6,1910,2003,2,1250,TA,139000
1275,95.0,11345,Pave,none,5,5,1948,1950,2,1920,TA,137000
1276,none,12936,Pave,none,6,6,1972,1972,2,1395,TA,162000
1277,none,17871,Pave,none,6,5,1967,1976,2,1724,TA,197900
1278,75.0,9473,Pave,none,8,5,2002,2002,3,2031,TA,237000
1279,60.0,7500,Pave,none,4,4,1920,1950,2,1128,Gd,68400
1280,67.0,9808,Pave,none,7,5,2002,2002,3,1573,TA,227000
1281,50.0,8049,Pave,none,7,5,1990,1990,2,1339,TA,180000
1282,61.0,8800,Pave,none,5,7,1977,2008,2,1040,TA,150500
1283,94.0,9400,Pave,none,6,5,1971,1971,2,1824,TA,139000
1284,50.0,9638,Pave,none,6,7,1919,1990,2,2447,TA,169000
1285,50.0,6000,Pave,none,6,6,1939,1950,2,1412,Fa,132500
1286,none,9790,Pave,none,6,5,1963,1963,2,1328,TA,143000
1287,none,36500,Pave,none,5,5,1964,1964,2,1582,Gd,190000
1288,40.0,5664,Pave,none,8,5,2000,2000,3,1659,TA,278000
1289,86.0,11065,Pave,none,8,5,2006,2006,3,1970,TA,281000
1290,none,14112,Pave,none,5,7,1964,1964,2,1152,TA,180500
1291,21.0,1680,Pave,none,5,7,1972,1972,2,1302,TA,119500
1292,60.0,6600,Pave,none,5,4,1892,1965,2,2372,TA,107500
1293,78.0,10140,Pave,none,7,5,1976,1976,2,1664,TA,162900
1294,60.0,8172,Pave,none,5,7,1955,1990,2,864,TA,115000
1295,70.0,8400,Pave,none,5,5,1968,1968,2,1052,TA,138500
1296,80.0,8700,Pave,none,5,6,1963,1963,2,1128,Gd,155000
1297,35.0,3675,Pave,none,6,5,2005,2006,2,1072,TA,140000
1298,313.0,63887,Pave,none,10,5,2008,2008,4,5642,TA,160000
1299,75.0,7500,Pave,none,5,7,1959,1994,2,1246,TA,154000
1300,none,10762,Pave,none,7,5,1999,1999,3,1983,TA,225000
1301,none,7500,Pave,none,6,7,1942,1950,2,1494,TA,177500
1302,92.0,10120,Pave,none,8,5,1994,1994,3,2526,TA,290000
1303,73.0,8688,Pave,none,7,5,2005,2005,3,1616,TA,232000
1304,32.0,3363,Pave,none,7,5,2004,2004,3,1708,TA,130000
1305,108.0,13173,Pave,none,9,5,2006,2007,3,1652,TA,325000
1306,48.0,6955,Pave,none,7,5,2005,2006,3,1368,TA,202500
1307,60.0,8072,Pave,none,5,5,1994,1995,2,990,Gd,138000
1308,100.0,12000,Pave,none,5,7,1948,2005,2,1122,TA,147000
1309,none,7153,Pave,none,6,5,1991,1991,2,1294,TA,179200
1310,100.0,17500,Pave,none,7,8,1959,2002,3,1902,Gd,335000
1311,68.0,8814,Pave,none,7,5,2005,2007,3,1274,TA,203000
1312,none,9572,Pave,none,8,5,1990,1990,3,2810,TA,302000
1313,108.0,14774,Pave,none,9,5,1999,1999,3,2599,TA,333168
1314,60.0,8190,Pave,none,4,6,1954,1954,2,948,TA,119000
1315,85.0,11075,Pave,none,6,5,1969,1969,2,2112,TA,206900
1316,61.0,10226,Pave,none,8,5,2008,2008,3,1630,TA,295493
1317,47.0,4230,Pave,Pave,7,5,2006,2007,3,1352,TA,208900
1318,none,14781,Pave,none,8,5,2001,2002,3,1787,TA,275000
1319,75.0,10215,Pave,none,4,5,1954,1954,2,948,TA,111000
1320,70.0,8400,Pave,none,6,3,1957,1957,2,1478,TA,156500
1321,none,6627,Pave,none,3,6,1949,1950,2,720,TA,72500
1322,107.0,10186,Pave,none,7,5,1992,1992,3,1923,TA,190000
1323,50.0,5330,Pave,none,4,7,1940,1950,1,708,TA,82500
1324,75.0,9986,Pave,none,8,5,2006,2007,3,1795,TA,147000
1325,40.0,3636,Pave,none,4,4,1922,1950,2,796,TA,55000
1326,70.0,4270,Pave,none,3,6,1931,2006,2,774,TA,79000
1327,60.0,6600,Pave,none,5,9,1982,2008,3,816,Gd,130500
1328,60.0,10440,Pave,Grvl,6,7,1920,1950,3,2792,Gd,256000
1329,63.0,9084,Pave,none,7,5,1998,1998,2,1632,TA,176500
1330,85.0,10000,Pave,none,8,5,2006,2006,3,1588,TA,227000
1331,55.0,10780,Pave,none,5,5,1976,1976,2,954,TA,132500
1332,67.0,8877,Pave,none,4,6,1938,1958,2,816,TA,100000
1333,60.0,7200,Pave,none,5,6,1938,1995,2,1360,TA,125500
1334,24.0,2368,Pave,none,5,6,1970,1970,2,1365,TA,125000
1335,80.0,9650,Pave,none,6,5,1977,1977,2,1334,TA,167900
1336,87.0,9246,Pave,none,5,5,1973,1973,2,1656,TA,135000
1337,153.0,4118,Pave,Grvl,4,4,1941,1950,2,693,TA,52500
1338,95.0,13450,Pave,none,7,5,2002,2002,3,1861,TA,200000
1339,120.0,9560,Pave,none,5,7,1972,1972,2,864,Gd,128500
1340,70.0,8294,Pave,none,4,5,1971,1971,2,872,TA,123000
1341,66.0,13695,Pave,none,6,5,2003,2004,2,1114,TA,155000
1342,none,9375,Pave,none,8,5,2002,2002,3,2169,TA,228500
1343,57.0,7558,Pave,none,6,6,1928,1950,2,1913,TA,177000
1344,85.0,11103,Pave,none,7,5,2006,2006,3,1456,TA,155835
1345,50.0,6000,Pave,none,4,4,1920,1950,2,960,TA,108500
1346,none,20781,Pave,none,7,7,1968,2003,2,2156,TA,262500
1347,93.0,15306,Pave,none,8,5,2006,2007,3,1776,TA,283463
1348,none,16196,Pave,none,7,5,1998,1998,3,1494,TA,215000
1349,50.0,5250,Pave,Pave,8,5,1872,1987,2,2358,Gd,122000
1350,91.0,11643,Pave,none,5,5,1969,1969,2,2634,TA,200000
1351,70.0,9247,Pave,none,6,6,1962,1962,2,1716,TA,171000
1352,50.0,6000,Pave,none,6,9,1937,2000,3,1176,TA,134900
1353,56.0,14720,Pave,none,8,5,1995,1996,3,3238,TA,410000
1354,none,10316,Pave,none,7,5,2000,2000,3,1865,TA,235000
1355,102.0,10192,Pave,none,7,6,1968,1992,2,1920,TA,170000
1356,none,9477,Pave,none,5,5,1966,1966,2,892,TA,110000
1357,none,12537,Pave,none,5,6,1971,2008,2,1078,TA,149900
1358,none,2117,Pave,none,6,5,2000,2000,3,1573,TA,177500
1359,129.0,16737,Pave,none,9,5,2004,2005,3,1980,TA,315000
1360,51.0,9842,Pave,none,5,6,1921,1998,2,2601,TA,189000
1361,124.0,16158,Pave,none,7,5,2005,2005,3,1530,TA,260000
1362,none,12513,Pave,none,4,4,1920,2007,2,1738,Gd,104900
1363,73.0,8499,Pave,none,6,5,2006,2007,2,1412,TA,156932
1364,30.0,3180,Pave,Pave,7,5,2005,2005,3,1200,TA,144152
1365,none,7500,Pave,none,7,5,2000,2000,3,1674,TA,216000
1366,68.0,9179,Pave,none,7,5,1999,1999,3,1790,TA,193000
1367,41.0,2665,Pave,none,5,6,1977,1977,2,1475,TA,127000
1368,none,4435,Pave,none,6,5,2003,2004,3,848,TA,144000
1369,48.0,10635,Pave,none,8,5,2003,2003,3,1668,TA,232000
1370,90.0,5400,Pave,none,4,6,1920,1950,1,1374,TA,105000
1371,80.0,9600,Pave,none,6,6,1955,1996,2,1661,TA,165500
1372,75.0,9750,Pave,none,7,6,1998,1998,2,2097,TA,274300
1373,none,11400,Pave,none,10,5,2001,2002,4,2633,TA,466500
1374,85.0,10625,Pave,none,7,5,2005,2005,3,1958,TA,250000
1375,89.0,10991,Pave,none,8,5,2007,2007,3,1571,TA,239000
1376,52.0,6292,Pave,none,6,5,1930,1950,2,790,TA,91000
1377,60.0,10998,Pave,Grvl,5,5,1941,1960,2,1604,TA,117000
1378,21.0,1953,Pave,none,6,5,1973,1973,2,987,TA,83000
1379,73.0,9735,Pave,none,5,5,2006,2007,2,1394,TA,167500
1380,45.0,8212,Pave,Grvl,3,3,1914,1950,2,864,Fa,58500
1381,none,12925,Pave,none,6,7,1970,1970,2,2117,TA,237500
1382,60.0,7200,Pave,none,7,7,1920,1950,2,1762,TA,157000
1383,none,25339,Pave,none,5,7,1918,2007,2,1416,Gd,112000
1384,60.0,9060,Pave,none,6,5,1939,1950,2,1258,TA,105000
1385,40.0,5436,Pave,none,4,8,1922,2007,2,1154,Gd,125500
1386,80.0,16692,Pave,none,7,5,1978,1978,2,2784,TA,250000
1387,60.0,8520,Pave,Grvl,6,7,1916,1950,2,2526,Gd,136000
1388,42.0,14892,Pave,none,9,5,2006,2007,4,1746,TA,377500
1389,60.0,6000,Pave,none,6,6,1941,1950,2,1218,Gd,131000
1390,70.0,9100,Pave,none,7,5,2000,2000,3,1525,TA,235000
1391,65.0,8944,Pave,none,5,5,1967,1967,2,1584,TA,124000
1392,68.0,7838,Pave,none,5,5,1967,1967,2,900,TA,123000
1393,60.0,10800,Pave,Pave,6,7,1905,2000,2,1912,TA,163000
1394,53.0,4045,Pave,none,7,5,2006,2006,3,1500,TA,246578
1395,88.0,12665,Pave,none,8,5,2005,2006,3,2482,TA,281213
1396,none,57200,Pave,none,5,5,1948,1950,2,1687,TA,160000
1397,51.0,6120,Pave,none,5,8,1920,2004,2,1513,TA,137500
1398,60.0,7200,Pave,none,5,4,1950,1982,2,1904,TA,138000
1399,51.0,6171,Pave,none,6,6,1925,1990,2,1608,TA,137450
1400,50.0,6000,Pave,none,6,7,1929,1950,2,1158,TA,120000
1401,62.0,7415,Pave,none,6,5,2004,2004,2,1593,TA,193000
1402,64.0,6762,Pave,none,7,5,2006,2006,3,1294,TA,193879
1403,49.0,15256,Pave,none,8,5,2007,2007,3,1464,TA,282922
1404,60.0,10410,Pave,Grvl,3,4,1915,1950,2,1214,TA,105000
1405,44.0,3842,Pave,none,8,5,2004,2005,3,1646,TA,275000
1406,70.0,8445,Pave,none,5,7,1972,2007,2,768,TA,133000
1407,none,8780,Pave,none,5,5,1985,1985,2,833,TA,112000
1408,60.0,7740,Pave,none,4,7,1910,1950,2,1363,TA,125500
1409,46.0,20544,Pave,none,7,6,1986,1991,2,2093,Gd,215000
1410,79.0,12420,Pave,none,7,5,2001,2001,3,1840,TA,230000
1411,80.0,9600,Pave,none,6,8,1950,2005,2,1668,Gd,140000
1412,60.0,7200,Pave,none,4,5,1949,1950,2,1040,TA,90000
1413,88.0,10994,Pave,none,8,5,2005,2006,3,1844,TA,257000
1414,64.0,13053,Pave,Pave,6,7,1923,2000,2,1848,TA,207000
1415,51.0,3635,Pave,none,7,5,2007,2007,3,1569,TA,175900
1416,60.0,11340,Pave,none,4,6,1885,1950,2,2290,TA,122500
1417,none,16545,Pave,none,8,5,1998,1998,3,2450,TA,340000
1418,71.0,9204,Pave,none,5,5,1963,1963,2,1144,TA,124000
1419,none,16381,Pave,none,6,5,1969,1969,3,1844,Gd,223000
1420,90.0,11700,Pave,none,6,6,1968,1968,2,1416,TA,179900
1421,53.0,4043,Pave,none,6,5,1977,1977,2,1069,TA,127500
1422,37.0,4435,Pave,none,6,5,2003,2003,3,848,TA,136500
1423,none,19690,Pave,none,6,7,1966,1966,3,2201,Gd,274970
1424,none,9503,Pave,none,5,5,1958,1983,2,1344,TA,144000
1425,80.0,10721,Pave,none,6,6,1959,1959,3,1252,TA,142000
1426,81.0,10944,Pave,none,7,5,1994,1994,3,2127,TA,271000
1427,60.0,10930,Pave,Grvl,5,6,1945,1950,2,1558,TA,140000
1428,60.0,7200,Pave,none,5,7,1940,1992,2,804,Gd,119000
1429,none,12546,Pave,none,6,7,1981,1981,3,1440,Gd,182900
1430,60.0,21930,Pave,none,5,5,2005,2005,3,1838,TA,192140
1431,none,4928,Pave,none,6,6,1976,1976,2,958,TA,143750
1432,60.0,10800,Pave,Grvl,4,6,1927,2007,2,968,TA,64500
1433,93.0,10261,Pave,none,6,5,2000,2000,2,1792,TA,186500
1434,80.0,17400,Pave,none,5,5,1977,1977,2,1126,TA,160000
1435,80.0,8400,Pave,none,6,9,1962,2005,3,1537,Gd,174000
1436,60.0,9000,Pave,none,4,6,1971,1971,2,864,TA,120500
1437,96.0,12444,Pave,none,8,5,2008,2008,4,1932,TA,394617
1438,90.0,7407,Pave,none,6,7,1957,1996,2,1236,TA,149700
1439,80.0,11584,Pave,none,7,6,1979,1979,2,1725,TA,197000
1440,79.0,11526,Pave,none,6,7,1922,1994,2,2555,TA,191000
1441,none,4426,Pave,none,6,5,2004,2004,3,848,TA,149300
1442,85.0,11003,Pave,none,10,5,2008,2008,4,2007,TA,310000
1443,none,8854,Pave,none,6,6,1916,1950,2,952,TA,121000
1444,63.0,8500,Pave,none,7,5,2004,2004,3,1422,TA,179600
1445,70.0,8400,Pave,none,6,5,1966,1966,2,913,TA,129000
1446,none,26142,Pave,none,5,7,1962,1962,2,1188,TA,157900
1447,80.0,10000,Pave,none,8,5,1995,1996,3,2090,TA,240000
1448,70.0,11767,Pave,none,4,7,1910,2000,2,1346,TA,112000
1449,21.0,1533,Pave,none,5,7,1970,1970,2,630,TA,92000
1450,60.0,9000,Pave,none,5,5,1974,1974,2,1792,TA,136000
1451,78.0,9262,Pave,none,8,5,2008,2009,3,1578,TA,287090
1452,35.0,3675,Pave,none,5,5,2005,2005,2,1072,TA,145000
1453,90.0,17217,Pave,none,5,5,2006,2006,2,1140,TA,84500
1454,62.0,7500,Pave,Pave,7,5,2004,2005,3,1221,TA,185000
1455,62.0,7917,Pave,none,6,5,1999,2000,2,1647,TA,175000
1456,85.0,13175,Pave,none,6,6,1978,1988,2,2073,TA,210000
1457,66.0,9042,Pave,none,7,9,1941,2006,4,2340,Gd,266500
1458,68.0,9717,Pave,none,5,6,1950,1996,2,1078,TA,142125
1459,75.0,9937,Pave,none,5,6,1965,1965,3,1256,TA,147500
